Percentage,Correlation,p-value,Kendall,p_value_k,Variable,Model,Zone,Correlation_ice,p-value_ice,Correlation_ice_k,p-value_ice_k,Correlation_npp,p-value_npp,Correlation_npp_k,p-value_npp_k
-2.462672233581543,0.0786372655913917,6.1012434288608e-08,0.0879300444238286,1.2045995885111403e-19,Iron,ACCESS-ESM1-5,Inc,0.2193097530980797,9.92796429466279e-53,0.2022800623926749,1.2379405754794713e-96,0.1026376809920142,1.4009124781483705e-12,0.0885297253659266,6.234477521631476e-20
-1.1070709228515625,0.6512913265525507,1.97203557268588e-11,0.5054503729202524,9.982148917418107e-12,Iron,ACCESS-ESM1-5,Dec,-0.2010761600112902,0.0666450256484304,-0.2352266207687894,0.0015363333481877,0.6630606569655147,6.348163390801543e-12,0.5295467584624212,9.945498800225209e-13
27.305784225463867,0.962277274071306,0.0,0.9193238479375996,0.0,NPP,ACCESS-ESM1-5,Inc,0.2731902028641144,6.421685807949306e-82,0.4569786725147191,0.0,,,,
1.4728189706802368,0.9739683806511334,1.2570042829454024e-54,0.8668961560527826,1.725820439110117e-31,NPP,ACCESS-ESM1-5,Dec,-0.3608235380357454,0.0007467912623579,-0.4348823866896156,4.728937549200762e-09,,,,
-15.599907875061035,-0.0019121542009715,0.8953895421948691,-0.2499949279704776,1.365363650568229e-146,MLD,ACCESS-ESM1-5,Inc,-0.3623411669321777,4.6442230591485145e-147,-0.3116494785734256,1.2755154298274466e-226,-0.0251804251261605,0.0829866433383981,-0.230919887778482,1.250905469983081e-125
-6.968351364135742,-0.6132287411831046,5.61102429750339e-10,-0.4268502581755594,9.01591802107486e-09,MLD,ACCESS-ESM1-5,Dec,0.0414453493278079,0.7081646662435664,0.1267928858290304,0.0877320282114437,-0.56216267768998,2.6295734964332793e-08,-0.3843947217441193,2.260424199668211e-07
-4.090665817260742,-0.202289114311721,7.099598391861388e-45,-0.3749013803026231,0.0,Nitrate,ACCESS-ESM1-5,Inc,-0.554403193161098,0.0,-0.3685960174970754,0.0,-0.2826802311078154,8.124048213481655e-88,-0.3559035112412425,1.397593566398873e-295
-2.2560529708862305,0.1625164871516019,0.1396733484365891,0.0917957544463568,0.216388725476659,Nitrate,ACCESS-ESM1-5,Dec,-0.0989675770419503,0.3704326223326271,-0.0189328743545611,0.7987510932549102,0.1093879804171838,0.3219241162509904,0.0045897877223178,0.9507146214683396
10.203721046447754,0.2326014133097863,3.790180522103515e-59,0.6980525059200873,0.0,PAR,ACCESS-ESM1-5,Inc,0.5054096078929701,6.730970608973577e-306,0.4412242962457176,0.0,0.3646186875759097,5.023971807388558e-149,0.7168183390620059,0.0
-3.537234306335449,0.3151947485442137,0.0034963663201539,0.1606425702811245,0.0305158969058789,PAR,ACCESS-ESM1-5,Dec,0.0767678229321092,0.4876373682217433,-0.1772805507745266,0.0169685771983975,0.4223512900941846,6.284697192689632e-05,0.2088353413654618,0.0049184399359755
-60.780517578125,0.1971788764654803,1.1107642459264049e-42,0.4869409529670035,0.0,Sea ice fraction,ACCESS-ESM1-5,Inc,,,,,0.2731902028641144,6.421685807949306e-82,0.4569786725147191,0.0
-28.09261512756348,-0.4134828734496977,9.255879485920568e-05,-0.4520940906483075,1.1416904138990364e-09,Sea ice fraction,ACCESS-ESM1-5,Dec,,,,,-0.3608235380357454,0.0007467912623579,-0.4348823866896156,4.728937549200762e-09
-11.116325378417969,-0.221233070452195,1.535108148545873e-53,-0.1929791578902306,3.8365236813829536e-88,SST,ACCESS-ESM1-5,Inc,-0.7808619091673642,0.0,-0.5929584310809214,0.0,-0.2849460337259363,2.929969004007632e-89,-0.157196816815411,3.111323800201232e-59
18.30488395690918,0.5024733200604897,1.1142198179820325e-06,0.3958691910499139,9.764096642578649e-08,SST,ACCESS-ESM1-5,Dec,-0.818554101321937,1.9300326017816204e-21,-0.6775674125071716,7.199369489009555e-20,0.4945011529712271,1.7444979474411166e-06,0.4394721744119334,3.25385922014296e-09
10.22919464111328,0.4708335673249177,4.4358860841205934e-204,0.3001055929374094,2.318832587794687e-165,Iron,CMCC-ESM2,Inc,0.0926480881074951,1.572728959042202e-08,0.0377581325522215,0.0005692038864698,0.1323082484685672,5.881650022773359e-16,0.2647619918303189,3.7473729878854526e-129
7.413453102111816,0.10620818864457,8.85751937572843e-05,-0.0061344758849014,0.7349628109397521,Iron,CMCC-ESM2,Dec,-0.4885565620657436,2.215610823226585e-82,-0.3383388155881827,1.3515067114020198e-72,0.2138646472485568,1.6360193722811069e-15,0.1533910786051271,2.4959858408637352e-17
19.662830352783203,0.4163049075548552,1.782052629939757e-155,0.5662374806409921,0.0,NPP,CMCC-ESM2,Inc,0.0600819419067357,0.0002505939196647,0.1394950948119681,3.9981156657902084e-37,,,,
1.7214782238006592,0.5434132484871611,4.2049228176165924e-105,0.3575995113287813,1.097861552995289e-86,NPP,CMCC-ESM2,Dec,0.3086263395621562,2.3422235449821736e-31,0.2496512640840961,2.420408439713165e-40,,,,
20.748764038085938,0.4436346948499833,1.0028564401159769e-178,0.5969140409537811,0.0,Diatom,CMCC-ESM2,Inc,0.083052502205029,4.067787723325269e-07,0.1755698549670306,8.851100896378401e-58,0.9981528844320792,0.0,0.9172423831913498,0.0
0.1395942419767379,0.5802825351993297,5.8589242592978715e-123,0.3965953876219232,3.5213269980248147e-106,Diatom,CMCC-ESM2,Dec,0.365680056761376,3.1787051794384923e-44,0.3022595797628196,2.608230605586856e-58,0.9916952339765212,0.0,0.9061387905183724,0.0
-7.642435550689697,0.0905792093354563,3.2637859649540984e-08,-0.0077194033017959,0.4808425488613307,MLD,CMCC-ESM2,Inc,-0.5000528298266069,5.30631116508269e-234,-0.3796645117712203,4.638779890190918e-263,-0.0427104861617188,0.0092736876117089,0.0092788074523184,0.3967971331813824
-9.83082675933838,-0.0843053201900099,0.001881869690875,-0.0186990650467476,0.3021148453862421,MLD,CMCC-ESM2,Dec,-0.5841786958691197,4.5137407693584585e-125,-0.3059707958117422,1.0486557196550074e-59,-0.0991210645464935,0.0002538302992494,-0.0490132981985081,0.0068140031425581
-6.803187370300293,0.1766878293696112,2.1340489795320843e-27,0.0886079601383364,5.878069297630904e-16,Nitrate,CMCC-ESM2,Inc,-0.3223006642558851,1.981451238986823e-90,-0.2669829609378353,3.983880220558131e-131,0.0859365106437611,1.5857917040460192e-07,0.1492142518074345,2.787072547237083e-42
-6.147003173828125,-0.0698273532382272,0.0100811068270083,-0.0365351297652508,0.0437798110763952,Nitrate,CMCC-ESM2,Dec,-0.6203994328938937,2.8177474096312602e-145,-0.3479642109071864,1.120810120165683e-76,0.034747286036345,0.200657218640254,0.0851777126838093,2.5728215215599826e-06
9.15578556060791,0.3502330230972591,1.594290601787592e-107,0.2510008800622657,2.817162930854708e-116,PAR,CMCC-ESM2,Inc,0.0458250662569597,0.005242865744727,0.0739947813823986,1.4491314320737527e-11,0.9572949875593314,0.0,0.4069986684242731,2.265175896378419e-302
-5.464960098266602,0.3935828438072293,1.6472775726956626e-51,0.2737776154670527,1.4249286337866403e-51,PAR,CMCC-ESM2,Dec,0.4890677989243264,1.4179978789113125e-82,0.3804579184192739,2.6981865184293015e-91,0.4759166173742807,1.0826848085758728e-77,0.2765532562841666,1.2640863540719998e-52
-55.10997772216797,0.1338000619732675,2.7501677773580336e-16,0.1588927295005835,1.1964966328320334e-47,Sea ice fraction,CMCC-ESM2,Inc,,,,,0.0600819419067357,0.0002505939196647,0.1394950948119681,3.9981156657902084e-37
-99.69554138183594,0.3977654254701572,1.1417474733666233e-52,0.3992877147790922,2.8020552172853937e-100,Sea ice fraction,CMCC-ESM2,Dec,,,,,0.3086263395621562,2.3422235449821736e-31,0.2496512640840961,2.420408439713165e-40
-58.460205078125,-0.1206587592687078,1.658635179105132e-13,-0.1413316047001575,4.1301032026894915e-38,SST,CMCC-ESM2,Inc,-0.8738228921158874,0.0,-0.7332636701078983,0.0,-0.0306976643227965,0.0615396579339036,-0.0721895289442764,4.325945572228463e-11
94.55908203125,-0.4463029342880157,2.125945526410702e-67,-0.3044891233699184,2.3104340415861321e-63,SST,CMCC-ESM2,Dec,-0.902046267355306,0.0,-0.6808630327734109,6.110201935470698e-288,-0.3017249533137424,5.5847690919001396e-30,-0.131103328293917,4.566415679645615e-13
16.934192657470703,0.9294047569448036,0.0,0.7172274628668635,0.0,NPP,EC-Earth3-CC,Inc,0.1034111850529706,5.3880289486180043e-08,0.2157136300670641,1.3619829160070125e-63,,,,
3.7958524227142334,0.6710875180504838,3.965168427772429e-183,0.4347175874428377,1.341699004494971e-130,NPP,EC-Earth3-CC,Dec,0.2925910232284314,6.145960193951583e-29,0.2203073579928391,4.894514415468925e-34,,,,
12.58241844177246,0.9392038196222998,0.0,0.7174697990510347,0.0,Diatom,EC-Earth3-CC,Inc,-0.0006570133921781,0.9725125646528816,0.1179876577245667,3.3255719468573036e-20,0.9253476721325328,0.0,0.6989007229432178,0.0
-6.422223091125488,0.7225648972854022,1.9473949771693788e-225,0.476420302393606,1.8787708455168887e-156,Diatom,EC-Earth3-CC,Dec,0.0076730641049678,0.7746223317102037,-0.0062900754617847,0.7283889153060525,0.602303882945913,1.745145204955844e-138,0.3922621704511094,8.901235462052921e-107
-13.72400951385498,0.3935320900665567,1.1786733169015537e-102,0.2958354605944998,9.243798685889033e-120,MLD,EC-Earth3-CC,Inc,-0.2822374764306226,1.3865173889566573e-51,-0.13241869785155,4.939269341260948e-25,0.4687386531847819,2.0151105121512998e-150,0.3652212202022847,1.8102829887561168e-181
-18.977813720703125,-0.0307741848875385,0.2508713199210361,-0.0183228278333951,0.3054234085737379,MLD,EC-Earth3-CC,Dec,-0.2859311668174213,1.1757032658005175e-27,-0.2592813638705623,1.7714789063925116e-46,0.1854267690369437,2.950946268624899e-12,0.0743525239788792,3.177703393058558e-05
-3.2997477054595947,0.1534409474590953,5.715881233654411e-16,0.0603939784473906,2.0321680287936418e-06,Nitrate,EC-Earth3-CC,Inc,-0.5657122361066944,1.0437785338320483e-232,-0.3765072113992448,9.032319256840478e-190,0.1964328267969972,2.390571144691159e-25,0.070218889234413,3.333308092164214e-08
-4.063158512115479,-0.0001077397901508,0.9967933122957552,0.006146747414823,0.7309867076784216,Nitrate,EC-Earth3-CC,Dec,-0.543791573464646,3.572115021962689e-108,-0.3948906656910122,2.2424409257811883e-105,-0.2790951965293528,2.240479500140231e-26,-0.2175572911631427,4.314770587692729e-34
7.4225568771362305,0.7354684356011187,0.0,0.507689554148938,0.0,PAR,EC-Earth3-CC,Inc,0.356021354539826,4.622917930599212e-83,0.3816194478529708,6.671596579302254e-195,0.869831781027272,0.0,0.6564084721574731,0.0
-1.155460000038147,0.2077619065936093,4.660238332051622e-15,0.1081015943641082,1.4795809546103307e-09,PAR,EC-Earth3-CC,Dec,0.6487933098346005,1.811838140158424e-167,0.5154401657659956,3.9932324963574523e-178,0.6229568508266358,9.334740716307294e-151,0.439654268065666,1.2463992286253543e-133
-88.3041763305664,0.1311688848385969,4.879152193808618e-12,0.2232226935117565,5.759432290862328e-68,Sea ice fraction,EC-Earth3-CC,Inc,,,,,0.1034111850529706,5.3880289486180043e-08,0.2157136300670641,1.3619829160070125e-63
-96.25817108154295,0.1319897042102473,7.605110047570005e-07,0.0395868009287633,0.0289087939407602,Sea ice fraction,EC-Earth3-CC,Dec,,,,,0.2925910232284314,6.145960193951583e-29,0.2203073579928391,4.894514415468925e-34
64.99781799316406,0.2880581138004005,9.432934730187712e-54,0.1331558312943973,1.147315834744034e-25,SST,EC-Earth3-CC,Inc,-0.4069368654909918,2.653865199241646e-110,-0.2644586477708289,1.2339037463927431e-94,0.4463996632012282,5.955653810564371e-135,0.2633727420065699,2.527093621386896e-95
66.45143127441406,-0.1560793836899591,4.6808938151902e-09,-0.0382606187945453,0.032348592921368,SST,EC-Earth3-CC,Dec,-0.3377199449893018,1.4717522020735678e-38,-0.2777658435639774,4.448778149422119e-53,0.1290609653968238,1.3227436414262957e-06,0.1388358081854215,7.944658973228111e-15
-13.17563247680664,0.0600939782162466,0.0004621243550359,0.1718975770691484,6.367364077941867e-51,Iron,IPSL-CM6A-LR,Inc,0.3807111107423391,1.7980402865333314e-117,0.2344219428269774,6.127877842720913e-93,-0.0371574615881449,0.0304373578364249,-0.1049174163084848,5.0781206208320084e-20
-24.80841827392578,0.2946436966408925,1.7510545323300812e-60,0.1940486148351616,1.5771872497791504e-56,Iron,IPSL-CM6A-LR,Dec,0.2110159627014515,3.324765593809908e-31,0.0405932223967599,0.0010265948674165,-0.2773281980572489,1.6302307057982174e-53,-0.1637199477655015,9.472783232096303e-41
15.997843742370604,0.9741682553463296,0.0,0.5616022857405165,0.0,NPP,IPSL-CM6A-LR,Inc,0.2986718619636689,7.211904969492987e-71,0.1855230725154675,6.593820743054675e-59,,,,
4.718356609344482,0.5852988570780642,2.7963727012805838e-272,0.4159092345990329,9.879326630183272e-253,NPP,IPSL-CM6A-LR,Dec,-0.1537281837511119,3.805251331663093e-17,-0.0467073036112782,0.0001583245922662,,,,
6.311476230621338,0.9825826579497884,0.0,0.660635276451566,0.0,Diatom,IPSL-CM6A-LR,Inc,0.3425159165982692,5.16380871102888e-94,0.3350193725592721,9.521815241381484e-188,0.9740336169417786,0.0,0.4424333124917673,0.0
-12.37031078338623,0.6996811370968324,0.0,0.5023816300472151,0.0,Diatom,IPSL-CM6A-LR,Dec,0.1766230795818653,3.2832919054242822e-22,0.1015291703305946,2.1832165876865024e-16,0.3373052149279294,7.891322186787465e-80,0.2486049023064911,1.3689403798210283e-91
-17.262826919555664,-0.2616796832167464,3.169749244889039e-54,-0.2265490597158751,4.304687888340969e-87,MLD,IPSL-CM6A-LR,Inc,-0.5851642636515785,5.0606061414317e-311,-0.4048790273914896,3.0759375702606314e-273,-0.2623612123441713,1.592467644823498e-54,-0.1485442936568537,1.7580991188539195e-38
-10.204146385192873,0.1161415584840409,2.2387874489474447e-10,0.0616902890863829,4.73876457901652e-07,MLD,IPSL-CM6A-LR,Dec,-0.5922266821617775,2.542144664788618e-280,-0.3492910904717926,1.4122027058420675e-175,0.2440745903489814,1.7552820051374583e-41,0.2204028387839787,2.1548427330040746e-72
-8.58723258972168,-0.5774355356738985,6.189946792723809e-301,-0.4049412172400464,7.570150835323763e-274,Nitrate,IPSL-CM6A-LR,Inc,-0.6884884786807607,0.0,-0.5125270485835566,0.0,-0.562105014149472,5.822963548841799e-282,-0.2994066148460036,1.0684579092841337e-150
-4.481040000915527,-0.1238528919980403,1.3023018311021816e-11,-0.0502677450152305,4.06024193111631e-05,Nitrate,IPSL-CM6A-LR,Dec,-0.4505008424099015,3.254522006352484e-148,-0.2278188518856425,8.16704542960963e-76,0.0156504326723331,0.3941968701702185,0.0214246045228962,0.080260698629159
17.8721866607666,0.785264740751271,0.0,0.3792681582449652,1.733359968963467e-240,PAR,IPSL-CM6A-LR,Inc,0.3855822867169869,1.0660139703627751e-120,0.2637991926938375,3.562702935539657e-117,0.8593615265056064,0.0,0.6232777469421461,0.0
5.481389045715332,0.0318414656661568,0.0829488760294623,0.0133570035118648,0.2754886129195988,PAR,IPSL-CM6A-LR,Dec,0.2580409511285627,2.5291129770897926e-46,0.2855119568578099,5.585460033105726e-118,0.6051671301984558,7.068780778927306e-296,0.3490764582244546,1.1796678203393099e-178
-39.96042251586914,0.3356978171366293,3.93643965562066e-90,0.3439512861351224,1.0106190901142158e-197,Sea ice fraction,IPSL-CM6A-LR,Inc,,,,,0.2986718619636689,7.211904969492987e-71,0.1855230725154675,6.593820743054675e-59
-77.89620208740234,-0.0718248311560846,9.038184795350304e-05,-0.0399558311546898,0.0012310634545243,Sea ice fraction,IPSL-CM6A-LR,Dec,,,,,-0.1537281837511119,3.805251331663093e-17,-0.0467073036112782,0.0001583245922662
-56.21212005615234,-0.3273078965318785,1.6086337034441747e-85,-0.3003291438113906,1.4299186883615463e-151,SST,IPSL-CM6A-LR,Inc,-0.870868594553481,0.0,-0.7332313690565528,0.0,-0.2572614148670333,2.0094411753912877e-52,-0.0737386601206305,1.1984255230310343e-10
-44.28581237792969,0.0007815403744931,0.9660638141437996,0.0176534775012769,0.1495032857373959,SST,IPSL-CM6A-LR,Dec,-0.8577932767870617,0.0,-0.6775641357545865,0.0,0.2708498064019585,4.941180302128897e-51,0.1923829692974496,1.3590738111737636e-55
-2.5181455612182617,-0.6443990675520935,0.0,-0.5032107077475466,0.0,Iron,MPI-ESM1-2-HR,Inc,-0.403618349259529,3.070162733634873e-145,-0.2531247102423765,8.862422207171401e-117,-0.6433025141906001,0.0,-0.5263439036082096,0.0
0.4399999380111694,-0.4797560866331964,2.1119309949954266e-119,-0.3138905967223591,1.9271308749531248e-101,Iron,MPI-ESM1-2-HR,Dec,-0.5594374809562229,2.1709298590656103e-170,-0.3861528472432037,1.2923503187336771e-148,-0.5476811879605847,1.1359422256311575e-162,-0.3525443771017458,6.157163255351109e-128
8.009328842163086,0.8968037211224348,0.0,0.7098263026969485,0.0,NPP,MPI-ESM1-2-HR,Inc,0.283342263416168,2.2473628400627856e-69,0.1573031081644665,3.0928072060774714e-46,,,,
-4.112617492675781,0.7466072125305709,0.0,0.5876217012021616,0.0,NPP,MPI-ESM1-2-HR,Dec,0.1342899603626782,8.982480145937333e-10,0.0128846618058236,0.386322827183169,,,,
-19.0444564819336,0.0048249335859549,0.7691317515915777,-0.058724278010205,8.42757059008831e-08,MLD,MPI-ESM1-2-HR,Inc,-0.5690691506614097,4.1137585e-317,-0.4271411501120514,0.0,-0.0022017226307297,0.8931826219317631,-0.0688457922962325,3.029235685582953e-10
-14.066244125366213,-0.062673049988077,0.0043750468034089,-0.0612804242750566,2.9856709726850925e-05,MLD,MPI-ESM1-2-HR,Dec,-0.7468874562284677,0.0,-0.5687438613905096,0.0,-0.0655597262765159,0.0028165416008346,-0.0679773605724703,3.4884830079150163e-06
-0.8791082501411438,-0.6121908605267705,0.0,-0.4810384853081029,0.0,Nitrate,MPI-ESM1-2-HR,Inc,-0.4181695940963847,7.929190969801927e-157,-0.2586129974940836,8.225873534969267e-122,-0.6142729511697017,0.0,-0.5032659157932888,0.0
2.220648288726806,-0.4801022912222876,1.3515660942532968e-119,-0.3191551252153892,8.305538710754415e-105,Nitrate,MPI-ESM1-2-HR,Dec,-0.5456117820678481,1.5861521044773587e-160,-0.3556774812156837,2.1844132934948632e-126,-0.5391480615622706,9.628928238224145e-157,-0.3488861939404596,2.452710861021269e-125
1.8557496070861816,0.7770288319073767,0.0,0.5484293545087108,0.0,PAR,MPI-ESM1-2-HR,Inc,0.4546445130142412,1.6442772807002983e-188,0.3451891969542488,1.9813658984914183e-215,0.8302241422136483,0.0,0.596319840029588,0.0
-5.535353183746338,0.3292013844180584,2.061340865557343e-53,0.1779823167160079,7.82941662103797e-34,PAR,MPI-ESM1-2-HR,Dec,0.051719887560406,0.018752276332567,0.0103014381989743,0.4885473347913088,0.3959852992402137,8.066392422545429e-79,0.2024807170857714,1.9264821159447906e-43
-52.975852966308594,0.2437865724676776,5.027779803518842e-51,0.1262964806271978,2.8990882213373084e-30,Sea ice fraction,MPI-ESM1-2-HR,Inc,,,,,0.283342263416168,2.2473628400627858e-69,0.1573031081644665,3.0928072060774714e-46
-69.68830108642578,0.1043153991027016,2.1245485276397446e-06,0.0110320231741527,0.4591581478045404,Sea ice fraction,MPI-ESM1-2-HR,Dec,,,,,0.1342899603626782,8.982480145937333e-10,0.0128846618058236,0.386322827183169
-37.77489471435547,0.088260984306036,7.46640435363328e-08,0.1052985949887157,7.473246764237214e-22,SST,MPI-ESM1-2-HR,Inc,-0.7717199564308256,0.0,-0.5796155825475279,0.0,0.0624631175026696,0.0001371759283038,0.0815413689345634,8.749364182061414e-14
24.52738571166992,0.0844198896436505,0.0001221864569609,0.0818847480796565,2.4306469283625826e-08,SST,MPI-ESM1-2-HR,Dec,-0.8319789595633476,0.0,-0.6797872073804344,0.0,0.0726772988515,0.0009256666413444,0.0729948025330034,6.286503940854624e-07
11.389039039611816,,,,,Export,EC-Earth3-CC,Inc,0.1311689047865261,4.879097738963155e-12,0.2232226935117565,5.759432290862328e-68,0.9294047569448036,0.0,0.7172264069357778,0.0
-3.062441825866699,,,,,Export,EC-Earth3-CC,Dec,0.1319899616904908,7.60473623735598e-07,0.0395847071091283,0.0289172726434045,0.6710878215664037,3.96315877908417e-183,0.4347114077369917,1.353042385136635e-130
8.496967315673828,,,,,Export,MPI-ESM1-2-HR,Inc,0.2437865511149437,5.027851665803729e-51,0.1262958881407702,2.9008795516255373e-30,0.8968037073191489,0.0,0.7098263026969485,0.0
-3.5083398818969727,,,,,Export,MPI-ESM1-2-HR,Dec,0.1043153541447132,2.124566383046046e-06,0.0110329839425545,0.4591190387628189,0.7466073840051028,0.0,0.5876226387851524,0.0
25.104570388793945,,,,,Export,ACCESS-ESM1-5,Inc,0.1971788946262474,1.1107642459264049e-42,0.4869408852421175,0.0,0.962277274071306,0.0,0.9193237996448952,0.0
-2.83750581741333,,,,,Export,ACCESS-ESM1-5,Dec,-0.4134824622198385,9.25606948262938e-05,-0.4520940906483075,1.1416904138990364e-09,0.9739685807669184,1.256654758699123e-54,0.8668961560527826,1.725820439110117e-31
15.040586471557615,,,,,Export,CMCC-ESM2,Inc,0.1338000736988051,2.7501467773603315e-16,0.1588928864911349,1.1962652505463687e-47,0.4163048244067389,1.7823505454999272e-155,0.5662370857565935,0.0
-4.640246391296387,,,,,Export,CMCC-ESM2,Dec,0.3977653787187541,1.141791216626467e-52,0.3992877147790922,2.8020552172853937e-100,0.5434131092148411,4.2054475278196235e-105,0.3576038589374879,1.0926625725621037e-86
7.513701438903809,,,,,Export,IPSL-CM6A-LR,Inc,0.3356978171366293,3.93643965562066e-90,0.3439509379692889,1.0115411729895182e-197,0.9741682553463296,0.0,0.5616033290130259,0.0
-5.9911394119262695,,,,,Export,IPSL-CM6A-LR,Dec,-0.0718248341908939,9.038169542495276e-05,-0.0399567509111719,0.0012307430500035,0.5852988840211527,2.795932621791929e-272,0.4159083249073138,9.90429469313872e-253
